NATL2_09951	PMN2A_RS04795	PMN2A_0366	fmt	methionyl-tRNA formyltransferase	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	
NATL2_09961	PMN2A_RS04800	PMN2A_0367	terC	membrane protein	Conserved membrane protein TerC	
NATL2_09971	PMN2A_RS04805	PMN2A_0368		hypothetical protein	FIG00941191: hypothetical protein	
NATL2_09981	PMN2A_RS04810	PMN2A_0369	mfd	transcription-repair coupling factor	Transcription-repair coupling factor	
NATL2_09991	PMN2A_RS04815	PMN2A_0370		hypothetical protein	FIG01276757: hypothetical protein	
NATL2_10001	PMN2A_RS04820	PMN2A_0371		hypothetical protein	FIG00944261: hypothetical protein	
NATL2_10011	PMN2A_RS04825	PMN2A_0372		SAM-dependent methyltransferase	FIG01152565: hypothetical protein	
NATL2_10021	PMN2A_RS04830	PMN2A_0373		hypothetical protein	FIG00941009: hypothetical protein	
NATL2_10031	PMN2A_RS04835	PMN2A_0374		hypothetical protein	FIG00940097: hypothetical protein	
NATL2_10041	PMN2A_RS04840	PMN2A_0375	apt	adenine phosphoribosyltransferase	Adenine phosphoribosyltransferase (EC 2.4.2.7)	
NATL2_10045	PMN2A_RS04845	PMN2A_0376		hypothetical protein	FIG00940800: hypothetical protein	
NATL2_10051	PMN2A_RS04850	PMN2A_0377	ubiH	2-polyprenyl-6-methoxyphenol hydroxylase	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	
NATL2_10061	PMN2A_RS04855	PMN2A_0378		hypothetical protein	FIG00940478: hypothetical protein	
NATL2_10071	PMN2A_RS04860	PMN2A_0379	dapB	4-hydroxy-tetrahydrodipicolinate reductase	Dihydrodipicolinate reductase (EC 1.3.1.26)	
NATL2_10081	PMN2A_RS04865	PMN2A_0380	chlH	magnesium chelatase	Protoporphyrin IX Mg-chelatase subunit H (EC 6.6.1.1)	
NATL2_10091	PMN2A_RS04870	PMN2A_0381	folP	dihydropteroate synthase	Dihydropteroate synthase (EC 2.5.1.15)	
NATL2_10101	PMN2A_RS04875	PMN2A_0382	tpiA	triosephosphate isomerase	Triosephosphate isomerase (EC 5.3.1.1)	
NATL2_10111	PMN2A_RS04880	PMN2A_0383		RNA-binding protein	FIG002958: hypothetical protein	
NATL2_10121	PMN2A_RS04885	PMN2A_0384		multidrug ABC transporter	"ABC transporter, possibly multidrug efflux"	
NATL2_10131	PMN2A_RS04890	PMN2A_0385		hypothetical protein	FIG00940463: hypothetical protein	
NATL2_10141	PMN2A_RS04895	PMN2A_0386		hypothetical protein	FIG00944614: hypothetical protein	
NATL2_10151	PMN2A_RS04900	PMN2A_0387		hypothetical protein	FIG00942733: hypothetical protein	
NATL2_10161	PMN2A_RS04905	PMN2A_0388		uridine kinase	ATP/GTP-binding site motif A	
NATL2_10171		PMN2A_1967			FIG00940653: hypothetical protein	
NATL2_10181	PMN2A_RS04910	PMN2A_1968		hypothetical protein	FIG00942405: hypothetical protein	
NATL2_10191	PMN2A_RS04915	PMN2A_0389		hypothetical protein	FIG00942244: hypothetical protein	
NATL2_10201	PMN2A_RS04920	PMN2A_1969		hypothetical protein	FIG00940311: hypothetical protein	
NATL2_10211	PMN2A_RS04925	PMN2A_0390		NADH-ubiquinone oxidoreductase subunit 6	NADPH-dependent reductase	
NATL2_10221		PMN2A_1970			FIG00941731: hypothetical protein	
NATL2_10231	PMN2A_RS04930	PMN2A_1971		hypothetical protein	FIG00940645: hypothetical protein	
NATL2_10251		PMN2A_1973			FIG00944183: hypothetical protein	
NATL2_10255	PMN2A_RS04935	PMN2A_0391		hypothetical protein	FIG00942226: hypothetical protein	
NATL2_10281	PMN2A_RS04940	PMN2A_0392		hypothetical protein	FIG00940153: hypothetical protein	
NATL2_10291	PMN2A_RS04945	PMN2A_0393		fatty acid desaturase	"Fatty acid desaturase, type 2 (EC 1.14.99.-)"	
NATL2_10301	PMN2A_RS04950	PMN2A_1975		hypothetical protein	hypothetical protein	
NATL2_10311	PMN2A_RS04955	PMN2A_0394		hypothetical protein	hypothetical protein	
NATL2_10321	PMN2A_RS04960	PMN2A_0395		short-chain dehydrogenase	"Cell-cell signaling protein, C-factor"	
NATL2_10331	PMN2A_RS04965	PMN2A_0396		hypothetical protein	FIG00940531: hypothetical protein	
NATL2_10341	PMN2A_RS04970	PMN2A_0397		hypothetical protein	FIG00942057: hypothetical protein	
NATL2_10351	PMN2A_RS04975	PMN2A_0398		hypothetical protein	FIG00942206: hypothetical protein	
NATL2_10361	PMN2A_RS04980	PMN2A_0399		Nif11-like leader peptide family natural product precursor	hypothetical protein	
NATL2_10371	PMN2A_RS04985	PMN2A_0400		hypothetical protein	FIG00941086: hypothetical protein	
NATL2_10381	PMN2A_RS04990	PMN2A_0401		hypothetical protein	FIG00943190: hypothetical protein	
NATL2_10391	PMN2A_RS04995	PMN2A_1976		hypothetical protein	FIG00942412: hypothetical protein	
NATL2_10401	PMN2A_RS05000	PMN2A_0402		hypothetical protein	hypothetical protein	
NATL2_10411	PMN2A_RS05005	PMN2A_0403		VIC family potassium channel protein	"putative potassium channel, VIC family"	
NATL2_10421	PMN2A_RS05010	PMN2A_0404		hypothetical protein	FIG00943812: hypothetical protein	
NATL2_10431		PMN2A_0405			FIG00942327: hypothetical protein	
NATL2_10441	PMN2A_RS05015	PMN2A_0406		membrane protein	FIG00940797: hypothetical protein	
NATL2_10451		PMN2A_1977			FIG00941452: hypothetical protein	
NATL2_10461	PMN2A_RS05020	PMN2A_0407		hypothetical protein	FIG00940976: hypothetical protein	
NATL2_10471	PMN2A_RS05025	PMN2A_0408		hypothetical protein	FIG00942360: hypothetical protein	
NATL2_10481	PMN2A_RS05030	PMN2A_0409		hypothetical protein	FIG00941379: hypothetical protein	
NATL2_10491	PMN2A_RS05035	PMN2A_1978		hypothetical protein	hypothetical protein	
NATL2_10501	PMN2A_RS05040	PMN2A_0410		hypothetical protein	FIG00941148: hypothetical protein	
NATL2_10521	PMN2A_RS05045	PMN2A_1980		hypothetical protein	FIG00942498: hypothetical protein	
NATL2_10531	PMN2A_RS05050	PMN2A_0411		transcriptional regulator	AbrB family transciptional regulator	
NATL2_10535					FIG00943144: hypothetical protein	
NATL2_10541	PMN2A_RS05060	PMN2A_1981		hypothetical protein	FIG00943999: hypothetical protein	
NATL2_10551	PMN2A_RS05065	PMN2A_0413		NAD-dependent DNA ligase	DNA ligase (EC 6.5.1.2)	
NATL2_10571	PMN2A_RS05070	PMN2A_0414		hypothetical protein	FIG00942343: hypothetical protein	
NATL2_10581	PMN2A_RS05075	PMN2A_0415		hypothetical protein	hypothetical protein	
NATL2_10591	PMN2A_RS05080	PMN2A_0416		hypothetical protein	FIG00942237: hypothetical protein	
NATL2_10601	PMN2A_RS05085	PMN2A_0417		high light inducible protein	possible high light inducible protein	
NATL2_10611	PMN2A_RS05090	PMN2A_0418		high light inducible protein	FIG00940228: hypothetical protein	
NATL2_10621	PMN2A_RS05095	PMN2A_0419		high light inducible protein	possible high light inducible protein	
NATL2_10631	PMN2A_RS05100	PMN2A_1983		high light inducible protein	hypothetical protein	
NATL2_10651	PMN2A_RS05110	PMN2A_0421		hypothetical protein	FIG01149195: hypothetical protein	
NATL2_10661	PMN2A_RS05115	PMN2A_0422		SAM-dependent methyltransferase	SAM-dependent methyltransferases	
NATL2_10671	PMN2A_RS05120	PMN2A_0423		hypothetical protein	FIG00940612: hypothetical protein	
NATL2_10681	PMN2A_RS05125	PMN2A_0424		epimerase	DNA ligase (EC 6.5.1.2)	
NATL2_10691		PMN2A_1984			hypothetical protein	
NATL2_10701	PMN2A_RS05130	PMN2A_0425		hypothetical protein	FIG00941938: hypothetical protein	
NATL2_10711		PMN2A_1985			hypothetical protein	
NATL2_10721	PMN2A_RS05135	PMN2A_0426		hypothetical protein	FIG00941936: hypothetical protein	
NATL2_10731		PMN2A_1986			FIG00940992: hypothetical protein	
NATL2_10741		PMN2A_1987			FIG00942591: hypothetical protein	
NATL2_10751		PMN2A_1988			FIG00943961: hypothetical protein	
NATL2_10761	PMN2A_RS05140	PMN2A_1989		hypothetical protein	hypothetical protein	
NATL2_10771	PMN2A_RS05145	PMN2A_0427		hypothetical protein	FIG00942139: hypothetical protein	
NATL2_10781	PMN2A_RS05150	PMN2A_0428		hypothetical protein	FIG00942946: hypothetical protein	
NATL2_10791	PMN2A_RS05155	PMN2A_0429		plastoquinol terminal oxidase	hypothetical protein	
NATL2_10801		PMN2A_0430			hypothetical protein	
NATL2_10811	PMN2A_RS05160	PMN2A_0431		hypothetical protein	FIG00941176: hypothetical protein	
NATL2_10821	PMN2A_RS05165	PMN2A_0432		hypothetical protein	FIG00940284: hypothetical protein	
NATL2_10841		PMN2A_0433			FIG00940767: hypothetical protein	
NATL2_10851					high light inducible protein hli11	
NATL2_10861		PMN2A_1992			hypothetical protein	
NATL2_10871		PMN2A_1993			hypothetical protein	
NATL2_10881		PMN2A_1994			hypothetical protein	
NATL2_10891	PMN2A_RS05180	PMN2A_1995		hypothetical protein	Conserved hypothetical protein	
NATL2_10911	PMN2A_RS05190	PMN2A_0435	crp	ArsR family transcriptional regulator	"Global nitrogen regulatory protein, CRP family of transcriptional regulators"	
NATL2_10921	PMN2A_RS05195	PMN2A_0436	phoB	alkaline phosphatase	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	
NATL2_10931	PMN2A_RS05200	PMN2A_0437	phoR	ATPase	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	Synpcc7942_B2646; increased
NATL2_10941	PMN2A_RS05205	PMN2A_0438		hypothetical protein	Possible Lipoprotein precursor	
NATL2_10951	PMN2A_RS05210	PMN2A_0439		alkaline phosphatase	Alkaline phosphatase (EC 3.1.3.1)	
NATL2_10961	PMN2A_RS05215	PMN2A_0440		porin	Porin homolog precursor	
NATL2_10971	PMN2A_RS05220	PMN2A_0441		phosphate ABC transporter substrate-binding protein	"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)"	
NATL2_10981	PMN2A_RS05225	PMN2A_1997		hypothetical protein	FIG00941806: hypothetical protein	
NATL2_10991	PMN2A_RS05230	PMN2A_0442		hypothetical protein	FIG00940990: hypothetical protein	
NATL2_11001	PMN2A_RS05235	PMN2A_0443	chrA	chromate transporter	"putative chromate transporter, CHR family"	
NATL2_11011	PMN2A_RS05240	PMN2A_0444		MFS transporter permease	Permease of the major facilitator superfamily	
NATL2_11021	PMN2A_RS05245	PMN2A_0445	gap3	glyceraldehyde-3-phosphate dehydrogenase	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	
NATL2_11031	PMN2A_RS05250	PMN2A_0446	arsR	ArsR family transcriptional regulator	"Bacterial regulatory proteins, ArsR family"	
NATL2_11041	PMN2A_RS05255	PMN2A_0447		arsenic transporter	Arsenical-resistance protein ACR3	
NATL2_11071	PMN2A_RS05265	PMN2A_0449		hypothetical protein	hypothetical protein	
NATL2_11081	PMN2A_RS05270	PMN2A_0450		hypothetical protein	CopG protein	
NATL2_11091		PMN2A_0451			possible Gibberellin regulated protein	
NATL2_11101	PMN2A_RS05280	PMN2A_0452		fumarate reductase	hypothetical protein	
NATL2_11111	PMN2A_RS05285	PMN2A_0453		hypothetical protein	FIG00944596: hypothetical protein	
NATL2_11121	PMN2A_RS05290	PMN2A_0454		hypothetical protein	FIG00943266: hypothetical protein	
NATL2_11141		PMN2A_2000			hypothetical protein	
NATL2_11161					Thioredoxin domain 2	
NATL2_11171		PMN2A_2002			FIG00943299: hypothetical protein	
NATL2_11181		PMN2A_2003			FIG00940705: hypothetical protein	
NATL2_11191	PMN2A_RS05300	PMN2A_2004		hypothetical protein	FIG00942602: hypothetical protein	
NATL2_11201	PMN2A_RS05305	PMN2A_0456		hypothetical protein	"Tryptophan-rich protein DUF2389, Ssr2843 homolog"	
NATL2_11211	PMN2A_RS05310	PMN2A_0457		hypothetical protein	FIG00941437: hypothetical protein	
NATL2_11221		PMN2A_0458			hypothetical protein	
NATL2_11241	PMN2A_RS05315	PMN2A_0459		hypothetical protein	FIG00942955: hypothetical protein	
NATL2_11251	PMN2A_RS05320	PMN2A_0460		DUP family protein	FIG00944013: hypothetical protein	
NATL2_11261	PMN2A_RS05325	PMN2A_0461		hypothetical protein	FIG00941698: hypothetical protein	
NATL2_11271	PMN2A_RS05330	PMN2A_0462		cytochrome D ubiquinol oxidase subunit II	FIG00943988: hypothetical protein	
NATL2_11281	PMN2A_RS05335	PMN2A_0463		hypothetical protein	FIG00942973: hypothetical protein	
NATL2_11291	PMN2A_RS05340	PMN2A_0464		MAPEG family protein	"Membrane protein, putative"	
NATL2_11301		PMN2A_2006			hypothetical protein	
NATL2_11311	PMN2A_RS05345	PMN2A_0465		hypothetical protein	FIG00944175: hypothetical protein	
NATL2_11321	PMN2A_RS05350	PMN2A_0466		hypothetical protein	FIG00940927: hypothetical protein	
NATL2_11331		PMN2A_2007			hypothetical protein	
NATL2_11341		PMN2A_2008			FIG00942038: hypothetical protein	
NATL2_11351	PMN2A_RS05355	PMN2A_0467	CCRG-1	hypothetical protein	predicted protein family PM-17	
NATL2_11361					hypothetical protein	
NATL2_11381	PMN2A_RS05365	PMN2A_0468		hypothetical protein	FIG00942645: hypothetical protein	
NATL2_11391	PMN2A_RS05370	PMN2A_0469		hypothetical protein	FIG00941025: hypothetical protein	
NATL2_11401	PMN2A_RS05375	PMN2A_0470		hypothetical protein	hypothetical protein	
NATL2_11411		PMN2A_0471			FIG00940556: hypothetical protein	
NATL2_11421	PMN2A_RS05385	PMN2A_0472		hypothetical protein	FIG00941221: hypothetical protein	
NATL2_11431	PMN2A_RS05390	PMN2A_0473		hypothetical protein	hypothetical protein	
NATL2_11441		PMN2A_0474			Predicted protein family PM-10	
NATL2_11451	PMN2A_RS05395	PMN2A_0475		membrane protein	FIG00941528: hypothetical protein	
NATL2_11461	PMN2A_RS05400	PMN2A_0476		hypothetical protein	FIG00943025: hypothetical protein	
NATL2_11471	PMN2A_RS05405	PMN2A_0477		hypothetical protein	FIG00943386: hypothetical protein	
NATL2_11481	PMN2A_RS05410	PMN2A_2011		hypothetical protein	hypothetical protein	
NATL2_11491	PMN2A_RS05415	PMN2A_0478		permease	Permease	
NATL2_11501	PMN2A_RS05420	PMN2A_0479		hypothetical protein	Predicted protein family PM-26	
NATL2_11511	PMN2A_RS05425	PMN2A_0480		hypothetical protein	FIG00941730: hypothetical protein	
NATL2_11521		PMN2A_2012			hypothetical protein	
NATL2_11531	PMN2A_RS05430	PMN2A_0481		hypothetical protein	FIG00940382: hypothetical protein	
NATL2_11541	PMN2A_RS05435	PMN2A_0482		hypothetical protein	FIG00942973: hypothetical protein	
NATL2_11551	PMN2A_RS05440	PMN2A_0483		hypothetical protein	hypothetical protein	
NATL2_11561	PMN2A_RS05445	PMN2A_2013		hypothetical protein	hypothetical protein	
NATL2_11571	PMN2A_RS05450	PMN2A_0484		hypothetical protein	hypothetical protein	
NATL2_11581	PMN2A_RS05455	PMN2A_0485		protease	FIG00941758: hypothetical protein	
NATL2_11591	PMN2A_RS05460	PMN2A_0486		hypothetical protein	hypothetical protein	
NATL2_11601	PMN2A_RS05465	PMN2A_0487		hypothetical protein	hypothetical protein	
NATL2_11611	PMN2A_RS05470	PMN2A_0488		pilus assembly protein	possible Gram-negative pili assembly chaperone	
NATL2_11621	PMN2A_RS05475	PMN2A_0489		carotene isomerase	Phytoene dehydrogenase and related proteins	
NATL2_11631	PMN2A_RS05480	PMN2A_0490		hypothetical protein	hypothetical protein	
NATL2_11641		PMN2A_2014			FIG00944673: hypothetical protein	
NATL2_11651	PMN2A_RS05485	PMN2A_0491		epimerase	NAD dependent epimerase/dehydratase	
NATL2_11661	PMN2A_RS05490	PMN2A_0492		hypothetical protein	FIG00942442: hypothetical protein	
NATL2_11671	PMN2A_RS05495	PMN2A_0493		hypothetical protein	FIG00943597: hypothetical protein	
NATL2_11681		PMN2A_2015			FIG00943896: hypothetical protein	
NATL2_10685		PMN2A_0494			FIG00941984: hypothetical protein	
NATL2_11691					hypothetical protein	
NATL2_11701	PMN2A_RS05505	PMN2A_0495		hypothetical protein	FIG00940660: hypothetical protein	
NATL2_11711	PMN2A_RS05510	PMN2A_2017		hypothetical protein	hypothetical protein	
NATL2_11731		PMN2A_2019			hypothetical protein	
NATL2_11741	PMN2A_RS05515	PMN2A_0496		hypothetical protein	FIG00941384: hypothetical protein	
NATL2_11751		PMN2A_2020			FIG00943653: hypothetical protein	
NATL2_11761	PMN2A_RS05520	PMN2A_0497		hypothetical protein	hypothetical protein	
NATL2_11771	PMN2A_RS05525	PMN2A_0498		nitroreductase	FIG00942760: hypothetical protein	
NATL2_11781	PMN2A_RS05530	PMN2A_0499		hypothetical protein	FIG00942793: hypothetical protein	
NATL2_11791		PMN2A_0500			hypothetical protein	
NATL2_11801		PMN2A_0501			FIG00941805: hypothetical protein	
NATL2_11811	PMN2A_RS05535	PMN2A_0502		hypothetical protein	FIG00941613: hypothetical protein	
NATL2_11821	PMN2A_RS05540	PMN2A_0503	purT	phosphoribosylglycinamide formyltransferase 2	Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	
NATL2_11831	PMN2A_RS05545	PMN2A_0504		hypothetical protein	FIG00940622: hypothetical protein	
NATL2_11841	PMN2A_RS05550	PMN2A_2021		hypothetical protein	hypothetical protein	
NATL2_11851	PMN2A_RS05555	PMN2A_0505		hypothetical protein	FIG00942800: hypothetical protein	
NATL2_11861		PMN2A_0506		high light inducible protein	FIG00940534: hypothetical protein	
NATL2_11871	PMN2A_RS05560	PMN2A_0507		high light inducible protein	possible high light inducible protein	
NATL2_11881	PMN2A_RS05565	PMN2A_0508		high light inducible protein	possible high light inducible protein	
NATL2_11891	PMN2A_RS05570	PMN2A_2022		high light inducible protein	hypothetical protein	
NATL2_11911	PMN2A_RS05575	PMN2A_0509		high light inducible protein	FIG00940767: hypothetical protein	
NATL2_11921	PMN2A_RS05580	PMN2A_0510		hypothetical protein	hypothetical protein	
NATL2_11931	PMN2A_RS05585	PMN2A_0511		glutamine amidotransferase	Glutamine amidotransferase class-I	
NATL2_11961	PMN2A_RS05595	PMN2A_0513		hypothetical protein	FIG00942495: hypothetical protein	
NATL2_11991	PMN2A_RS05605	PMN2A_0515		inward rectifier potassium channel	possible Inward rectifier potassium channel	
NATL2_12001	PMN2A_RS05610	PMN2A_0516		hypothetical protein	FIG00943036: hypothetical protein	
NATL2_12011	PMN2A_RS05615	PMN2A_2026		hypothetical protein	FIG00941436: hypothetical protein	
NATL2_12021	PMN2A_RS05620	PMN2A_2027		hypothetical protein	hypothetical protein	
NATL2_12031	PMN2A_RS05625	PMN2A_2028		hypothetical protein	hypothetical protein	
NATL2_12041		PMN2A_2029			hypothetical protein	
NATL2_12051	PMN2A_RS05630	PMN2A_0517		hypothetical protein	hypothetical protein	
NATL2_12061	PMN2A_RS05635	PMN2A_0518		hypothetical protein	FIG00944648: hypothetical protein	
NATL2_12071	PMN2A_RS05640	PMN2A_0519		hypothetical protein	hypothetical protein	
NATL2_12081					hypothetical protein	
NATL2_12101	PMN2A_RS05650	PMN2A_2031		hypothetical protein	FIG00944334: hypothetical protein	
NATL2_12111	PMN2A_RS05655	PMN2A_0521		hypothetical protein	hypothetical protein	
NATL2_12121	PMN2A_RS05660	PMN2A_0522		hypothetical protein	hypothetical protein	
NATL2_12141		PMN2A_2033			hypothetical protein	
NATL2_12151		PMN2A_2034			FIG00943063: hypothetical protein	
NATL2_12161	PMN2A_RS05665	PMN2A_0523		proline iminopeptidase	Proline iminopeptidase (EC 3.4.11.5)	
NATL2_12171	PMN2A_RS05670	PMN2A_0524		hypothetical protein	FIG00942941: hypothetical protein	
NATL2_12181		PMN2A_0525			FIG00942513: hypothetical protein	
NATL2_12191	PMN2A_RS05675	PMN2A_0526		hypothetical protein	FIG00941647: hypothetical protein	
NATL2_12201	PMN2A_RS05680	PMN2A_0527		deacetylase	FIG00943923: hypothetical protein	
NATL2_12211	PMN2A_RS05685	PMN2A_0528		hypothetical protein	FIG00942245: hypothetical protein	
NATL2_12221	PMN2A_RS05690	PMN2A_0529		hypothetical protein	FIG00942248: hypothetical protein	
NATL2_12231					FIG00941467: hypothetical protein	
NATL2_12241	PMN2A_RS05695	PMN2A_0530		hypothetical protein	FIG00943345: hypothetical protein	
NATL2_12251	PMN2A_RS05700	PMN2A_0531		haloacid dehalogenase	COG0546: Predicted phosphatases	
NATL2_12261	PMN2A_RS05705	PMN2A_0532		hypothetical protein	possible protein of unknown function DUF67	
NATL2_12271	PMN2A_RS05710	PMN2A_0533		hypothetical protein	FIG00943220: hypothetical protein	
NATL2_12281	PMN2A_RS05715	PMN2A_2038		hypothetical protein	FIG00942098: hypothetical protein	
NATL2_12301		PMN2A_0534			FIG00940177: hypothetical protein	
NATL2_12311		PMN2A_0535			Predicted protein family PM-19	
NATL2_12321	PMN2A_RS05735	PMN2A_0536		hypothetical protein	FIG00941982: hypothetical protein	
NATL2_12331	PMN2A_RS05745	PMN2A_0537		hypothetical protein	FIG00943266: hypothetical protein	
NATL2_12341	PMN2A_RS05750	PMN2A_0538		hypothetical protein	Selenoprotein O and cysteine-containing homologs	
NATL2_12351		PMN2A_2041			hypothetical protein	
NATL2_12361		PMN2A_2042			FIG00944057: hypothetical protein	
NATL2_12371		PMN2A_2043			FIG00942040: hypothetical protein	
NATL2_12381	PMN2A_RS05755	PMN2A_0539		hypothetical protein	FIG00943366: hypothetical protein	
NATL2_12391	PMN2A_RS05760	PMN2A_2044		hypothetical protein	FIG00941275: hypothetical protein	
NATL2_12401	PMN2A_RS05765	PMN2A_2045		hypothetical protein	FIG00941096: hypothetical protein	
NATL2_12411	PMN2A_RS05770	PMN2A_2046		hypothetical protein	FIG00943072: hypothetical protein	
NATL2_12421	PMN2A_RS05775	PMN2A_0540		hypothetical protein	FIG00943222: hypothetical protein	
NATL2_12431	PMN2A_RS05780	PMN2A_2047		hypothetical protein	FIG00940989: hypothetical protein	
NATL2_12441	PMN2A_RS05785	PMN2A_0541		hypothetical protein	FIG00942013: hypothetical protein	
NATL2_12461		PMN2A_2049			hypothetical protein	
NATL2_12471		PMN2A_2050			hypothetical protein	
NATL2_12481	PMN2A_RS05790	PMN2A_0542		hypothetical protein	FIG00943443: hypothetical protein	
NATL2_12491	PMN2A_RS05795	PMN2A_0543		hypothetical protein	FIG00942353: hypothetical protein	
NATL2_12511	PMN2A_RS05800	PMN2A_0544		hypothetical protein	FIG00941484: hypothetical protein	
NATL2_12521		PMN2A_2052			hypothetical protein	
NATL2_12531	PMN2A_RS05805	PMN2A_0545		hypothetical protein	FIG00942078: hypothetical protein	
NATL2_12541		PMN2A_2053			hypothetical protein	
NATL2_12561	PMN2A_RS05810	PMN2A_2054		hypothetical protein	FIG00941139: hypothetical protein	
NATL2_12581		PMN2A_2056			hypothetical protein	
NATL2_12591	PMN2A_RS05815	PMN2A_0547		hypothetical protein	FIG00942191: hypothetical protein	
NATL2_12611	PMN2A_RS05820	PMN2A_2058		hypothetical protein	hypothetical protein	
NATL2_12621		PMN2A_0548			high light inducible protein hli11	
NATL2_12631	PMN2A_RS05825	PMN2A_0549		cytochrome oxidase	cytochrome oxidase C subunit VIb-like	
NATL2_12641	PMN2A_RS05830	PMN2A_2060		hypothetical protein	FIG00941579: hypothetical protein	
NATL2_12651	PMN2A_RS05835	PMN2A_0550		hypothetical protein	FIG00942292: hypothetical protein	
NATL2_12661	PMN2A_RS05840	PMN2A_0551		high light inducible protein	possible high light inducible protein	
NATL2_12671	PMN2A_RS05845	PMN2A_0552		high light inducible protein	FIG00940228: hypothetical protein	
NATL2_12681	PMN2A_RS05850	PMN2A_2061		high light inducible protein	hypothetical protein	
NATL2_12691	PMN2A_RS05855	PMN2A_0553		high light inducible protein	FIG00940767: hypothetical protein	
NATL2_12721	PMN2A_RS05860	PMN2A_0554		hypothetical protein	FIG00942918: hypothetical protein	
NATL2_12731	PMN2A_RS05865	PMN2A_0555		hypothetical protein	FIG00940505: hypothetical protein	
NATL2_12741	PMN2A_RS05870	PMN2A_0556		peptidyl-tRNA hydrolase	Hypothetical protein YaeJ with similarity to translation release factor	
NATL2_12751	PMN2A_RS05875	PMN2A_0557		hypothetical protein	FIG00940466: hypothetical protein	
NATL2_12761	PMN2A_RS05880	PMN2A_0558	psbA	photosystem II protein D1	photosystem II protein D1 (PsbA)	
NATL2_12771	PMN2A_RS05885	PMN2A_0559		membrane protein	FIG00941483: hypothetical protein	
NATL2_12781	PMN2A_RS05890	PMN2A_0560	nei	endonuclease VIII	Endonuclease VIII	
NATL2_12791		PMN2A_0561			FIG00942887: hypothetical protein	
NATL2_12801	PMN2A_RS05900	PMN2A_0563		hypothetical protein	FIG00944010: hypothetical protein	
NATL2_12811		PMN2A_2064			FIG00943631: hypothetical protein	
NATL2_12821	PMN2A_RS05905	PMN2A_0564		hypothetical protein	FIG00942116: hypothetical protein	
NATL2_12831	PMN2A_RS05910	PMN2A_0565		hypothetical protein	hypothetical protein	
NATL2_12841	PMN2A_RS05915	PMN2A_0566		hypothetical protein	Predicted protein family PM-5	
NATL2_12851	PMN2A_RS05920	PMN2A_0567		hypothetical protein	FIG00942694: hypothetical protein	
NATL2_12861	PMN2A_RS05925	PMN2A_0568		hypothetical protein	FIG00941533: hypothetical protein	
NATL2_12865	PMN2A_RS05930	PMN2A_0569		hypothetical protein	FIG00940788: hypothetical protein	
NATL2_12871					hypothetical protein	
NATL2_12881		PMN2A_0570			hypothetical protein	
NATL2_12891		PMN2A_2066			Conserved hypothetical protein	
NATL2_12901	PMN2A_RS05935	PMN2A_0571		hypothetical protein	FIG00941413: hypothetical protein	
	PMN2A_RS05940	PMN2A_2068		hypothetical protein	FIG00944130: hypothetical protein	
NATL2_12921	PMN2A_RS05945	PMN2A_0572		hypothetical protein	FIG00942021: hypothetical protein	
NATL2_12931		PMN2A_0573			FIG00940197: hypothetical protein	
NATL2_12941		PMN2A_2070			FIG00943592: hypothetical protein	
NATL2_12951	PMN2A_RS05950	PMN2A_2071		hypothetical protein	FIG00943221: hypothetical protein	
NATL2_12961	PMN2A_RS05955	PMN2A_2072		hypothetical protein	FIG00943748: hypothetical protein	
NATL2_12971	PMN2A_RS05960	PMN2A_0574		hypothetical protein	FIG00942317: hypothetical protein	
NATL2_12981	PMN2A_RS05965			hypothetical protein	hypothetical protein	
NATL2_12991	PMN2A_RS05970	PMN2A_0575		Nif11-like leader peptide family natural product precursor	FIG00942219: hypothetical protein	
NATL2_13001					hypothetical protein	
NATL2_13011		PMN2A_2075			hypothetical protein	
NATL2_13021		PMN2A_2076			Conserved hypothetical protein	
NATL2_13041	PMN2A_RS05980			high light inducible protein	possible high light inducible protein	
NATL2_13051	PMN2A_RS05985	PMN2A_0577		high light inducible protein	possible high light inducible protein	
NATL2_13061	PMN2A_RS05990	PMN2A_2077		high light inducible protein	hypothetical protein	
NATL2_13081	PMN2A_RS05995	PMN2A_0578		high light inducible protein	FIG00940767: hypothetical protein	
NATL2_13101	PMN2A_RS06000	PMN2A_0579		hypothetical protein	FIG00943420: hypothetical protein	
NATL2_13111		PMN2A_0580			FIG00940508: hypothetical protein	
NATL2_13131		PMN2A_2081			FIG00940903: hypothetical protein	
NATL2_13141	PMN2A_RS06010	PMN2A_0581		hypothetical protein	FIG00941407: hypothetical protein	
NATL2_13151	PMN2A_RS06015	PMN2A_0582		hypothetical protein	FIG00942089: hypothetical protein	
NATL2_13161	PMN2A_RS06020	PMN2A_2082		hypothetical protein	FIG00943188: hypothetical protein	
NATL2_13171		PMN2A_0583			FIG00942482: hypothetical protein	
NATL2_13181	PMN2A_RS06035	PMN2A_0584		hypothetical protein	FIG00942127: hypothetical protein	
