	proMS	co-cultures	product	seq_id	source	type	start	end	score	strand	phase	attributes	Name	eC_number	gene	inference	locus_tag	note	organism	Dbxref	Note	Parent	anticodon	bound_moiety	end_range	gbkey	gene_biotype	gene_synonym	genome	mol_type	old_locus_tag	partial	protein_id	pseudo	regulatory_class	start_range	strain	transl_table
MIT9301_01405	0.1571629602275688	-0.392334768140858	Nucleoside-diphosphate-sugar epimerase	MIT9301_1	Prodigal:2.6	CDS	1178122	1179129	.	-	0	ID=MIT9301_01405;eC_number=4.2.1.46;Name=rfbB;gene=rfbB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18034.1;locus_tag=MIT9301_01405;product=Nucleoside-diphosphate-sugar epimerase	rfbB	4.2.1.46	rfbB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18034.1	MIT9301_01405		MIT9301																			
MIT9301_00130	0.1716843731548944	-0.4799404924126592	Uroporphyrinogen-III synthase	MIT9301_1	Prodigal:2.6	CDS	123565	124362	.	+	0	ID=MIT9301_00130;eC_number=4.2.1.75;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG06196.1;locus_tag=MIT9301_00130;product=Uroporphyrinogen-III synthase		4.2.1.75		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG06196.1	MIT9301_00130		MIT9301																			
MIT9301_00412	0.2249654321170048	-0.9948580169699582	GTP-binding protein EngA	MIT9301_1	Prodigal:2.6	CDS	357903	359276	.	+	0	ID=MIT9301_00412;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF96296.1;locus_tag=MIT9301_00412;product=GTP-binding protein EngA				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF96296.1	MIT9301_00412		MIT9301																			
MIT9301_00371	0.1212319751900488	-0.1514344574513904	phytoene dehydrogenase	MIT9301_1	Prodigal:2.6	CDS	336484	338013	.	-	0	ID=MIT9301_00371;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49406.1;locus_tag=MIT9301_00371;product=phytoene dehydrogenase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49406.1	MIT9301_00371		MIT9301																			
MIT9301_00765	-0.3477528271255083	0.4210991479120984	putative DUP family protein	MIT9301_1	Prodigal:2.6	CDS	668637	669020	.	+	0	ID=MIT9301_00765;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG04982.1;locus_tag=MIT9301_00765;product=putative DUP family protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG04982.1	MIT9301_00765		MIT9301																			
MIT9301_00329	-0.1264557347574858	0.3856085027205797	phycoerythrin linker protein CpeS-like protein	MIT9301_1	Prodigal:2.6	CDS	303832	304380	.	-	0	ID=MIT9301_00329;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49369.1;locus_tag=MIT9301_00329;product=phycoerythrin linker protein CpeS-like protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49369.1	MIT9301_00329		MIT9301																			
MIT9301_00086	0.1227044748218207	-0.1954665278679751	ABC transporter%2C membrane component	MIT9301_1	Prodigal:2.6	CDS	87692	89134	.	-	0	ID=MIT9301_00086;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16707.1;locus_tag=MIT9301_00086;product=ABC transporter%2C membrane component				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16707.1	MIT9301_00086		MIT9301																			
MIT9301_01504	-0.2831294480128613	0.448904195222028	putative Beta-lactamase	MIT9301_1	Prodigal:2.6	CDS	1273594	1273836	.	-	0	ID=MIT9301_01504;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF96592.1;locus_tag=MIT9301_01504;product=putative Beta-lactamase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF96592.1	MIT9301_01504		MIT9301																			
MIT9301_01262	-0.2965806950171357	-0.2051129835909552	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1073300	1073929	.	+	0	ID=MIT9301_01262;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17886.1;locus_tag=MIT9301_01262;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17886.1	MIT9301_01262		MIT9301																			
MIT9301_01014	0.2119647525212521	-0.6472004578479497	ATP-dependent metalloprotease FtsH	MIT9301_1	Prodigal:2.6	CDS	875141	876895	.	-	0	ID=MIT9301_01014;eC_number=3.6.4.6;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50006.1;locus_tag=MIT9301_01014;product=ATP-dependent metalloprotease FtsH		3.6.4.6		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50006.1	MIT9301_01014		MIT9301																			
MIT9301_00722	-0.177494018980504	-0.0661546722208262	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	641327	642100	.	+	0	ID=MIT9301_00722;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49729.1;locus_tag=MIT9301_00722;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49729.1	MIT9301_00722	conserved hypothetical protein	MIT9301																			
MIT9301_00631	0.1352036776247452	-0.2695050596674369	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	558043	559215	.	+	0	ID=MIT9301_00631;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69946.1;locus_tag=MIT9301_00631;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69946.1	MIT9301_00631	conserved hypothetical protein	MIT9301																			
MIT9301_00884	0.1756842757066811	1.4924962489668028	Urea ABC transporter	MIT9301_1	Prodigal:2.6	CDS	762087	763364	.	-	0	ID=MIT9301_00884;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ98072.1;locus_tag=MIT9301_00884;product=Urea ABC transporter				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ98072.1	MIT9301_00884		MIT9301																			
MIT9301_01732	0.1157439293334379	0.1450414158282603	LSU ribosomal protein L15p (L27Ae)	MIT9301_1	Prodigal:2.6	CDS	1463510	1463968	.	-	0	ID=MIT9301_01732;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF85604.1;locus_tag=MIT9301_01732;product=LSU ribosomal protein L15p (L27Ae)				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF85604.1	MIT9301_01732		MIT9301																			
MIT9301_00503	-0.2642423583821456	0.4609936533992099	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	438007	438726	.	-	0	ID=MIT9301_00503;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69821.1;locus_tag=MIT9301_00503;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69821.1	MIT9301_00503	conserved hypothetical protein	MIT9301																			
MIT9301_00641	0.1445420389639769	-0.319767827316842	putative 2-phosphosulfolactate phosphatase	MIT9301_1	Prodigal:2.6	CDS	569658	570233	.	+	0	ID=MIT9301_00641;eC_number=3.1.3.71;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17263.1;locus_tag=MIT9301_00641;product=putative 2-phosphosulfolactate phosphatase		3.1.3.71		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17263.1	MIT9301_00641		MIT9301																			
MIT9301_00755	-0.1515666350505261	0.0941318446610954	short-chain dehydrogenase/reductase (SDR) superfamily protein	MIT9301_1	Prodigal:2.6	CDS	664086	664751	.	+	0	ID=MIT9301_00755;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49765.1;locus_tag=MIT9301_00755;product=short-chain dehydrogenase/reductase (SDR) superfamily protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49765.1	MIT9301_00755		MIT9301																			
MIT9301_00702	-0.0868130647238511	-0.1686677407500319	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	623730	625847	.	-	0	ID=MIT9301_00702;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17323.1;locus_tag=MIT9301_00702;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17323.1	MIT9301_00702	Conserved hypothetical protein	MIT9301																			
MIT9301_00658	-0.1412702655194227	-0.4575075305161742	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	583828	584487	.	-	0	ID=MIT9301_00658;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69972.1;locus_tag=MIT9301_00658;note=Glutathione S-transferase N terminus;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69972.1	MIT9301_00658	Glutathione S-transferase N terminus	MIT9301																			
MIT9301_00587	-0.132904578840091	-0.4856289934280466	ATPase	MIT9301_1	Prodigal:2.6	CDS	512375	514168	.	+	0	ID=MIT9301_00587;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49622.1;locus_tag=MIT9301_00587;product=ATPase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49622.1	MIT9301_00587		MIT9301																			
MIT9301_01053	-0.1785664880604322	0.5633643915646203	putative multidrug efflux ABC transporter	MIT9301_1	Prodigal:2.6	CDS	912873	913667	.	+	0	ID=MIT9301_01053;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50042.1;locus_tag=MIT9301_01053;product=putative multidrug efflux ABC transporter				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50042.1	MIT9301_01053		MIT9301																			
MIT9301_00622	0.1679823510299499	-0.0426213020485019	Homoserine kinase:GHMP kinases putative ATP-binding domain protein	MIT9301_1	Prodigal:2.6	CDS	548622	549569	.	-	0	ID=MIT9301_00622;eC_number=2.7.1.39;Name=thrB;gene=thrB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19054.1;locus_tag=MIT9301_00622;product=Homoserine kinase:GHMP kinases putative ATP-binding domain protein	thrB	2.7.1.39	thrB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19054.1	MIT9301_00622		MIT9301																			
MIT9301_01786	-0.211917940624923	0.0102898976443107	phycoerythrobilin:ferredoxin oxidoreductase	MIT9301_1	Prodigal:2.6	CDS	1505763	1506524	.	-	0	ID=MIT9301_01786;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50745.1;locus_tag=MIT9301_01786;product=phycoerythrobilin:ferredoxin oxidoreductase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50745.1	MIT9301_01786		MIT9301																			
MIT9301_00232	0.1423338042170336	0.2910780248674249	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	MIT9301_1	Prodigal:2.6	CDS	215756	216712	.	+	0	ID=MIT9301_00232;eC_number=1.8.1.9;Name=trxB;gene=trxB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18670.1;locus_tag=MIT9301_00232;product=FAD-dependent pyridine nucleotide-disulphide oxidoreductase	trxB	1.8.1.9	trxB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18670.1	MIT9301_00232		MIT9301																			
MIT9301_01500	-0.1778815849648108	-0.1799955822477857	Adenosylcobinamide-phosphate synthase	MIT9301_1	Prodigal:2.6	CDS	1271754	1272767	.	+	0	ID=MIT9301_01500;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ95627.1;locus_tag=MIT9301_01500;product=Adenosylcobinamide-phosphate synthase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ95627.1	MIT9301_01500		MIT9301																			
MIT9301_00170	0.1442475564861093	-0.1019870922298186	putative NADH dehydrogenase subunit (chain 4)	MIT9301_1	Prodigal:2.6	CDS	157638	159233	.	+	0	ID=MIT9301_00170;eC_number=1.6.5.3;Name=ndhD;gene=ndhD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18609.1;locus_tag=MIT9301_00170;product=putative NADH dehydrogenase subunit (chain 4)	ndhD	1.6.5.3	ndhD	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18609.1	MIT9301_00170		MIT9301																			
MIT9301_01025	0.1129736788257796	0.796015386629976	microcin-processing peptidase 2%2C Unknown type peptidase%2C MEROPS family U62	MIT9301_1	Prodigal:2.6	CDS	884169	885593	.	+	0	ID=MIT9301_01025;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50017.1;locus_tag=MIT9301_01025;product=microcin-processing peptidase 2%2C Unknown type peptidase%2C MEROPS family U62				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50017.1	MIT9301_01025		MIT9301																			
MIT9301_01586	-0.180744920765246	0.7234724374223629	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1334720	1335304	.	-	0	ID=MIT9301_01586;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18207.1;locus_tag=MIT9301_01586;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18207.1	MIT9301_01586	conserved hypothetical protein	MIT9301																			
MIT9301_01832	0.2727327280486643	-1.4911244942878252	Translation Initiation factor 3	MIT9301_1	Prodigal:2.6	CDS	1548328	1548900	.	+	0	ID=MIT9301_01832;Name=infC;gene=infC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM73032.1;locus_tag=MIT9301_01832;product=Translation Initiation factor 3	infC		infC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM73032.1	MIT9301_01832		MIT9301																			
MIT9301_01410	0.1457003891405965	-0.4520386152158458	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1182571	1183518	.	-	0	ID=MIT9301_01410;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18039.1;locus_tag=MIT9301_01410;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18039.1	MIT9301_01410		MIT9301																			
MIT9301_00685	0.2051733521369227	-0.2615634950616728	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	607915	608394	.	-	0	ID=MIT9301_00685;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17307.1;locus_tag=MIT9301_00685;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17307.1	MIT9301_00685		MIT9301																			
MIT9301_00040	-0.1510046163605756	-0.3343453845875399	TPR repeat protein	MIT9301_1	Prodigal:2.6	CDS	39429	40937	.	-	0	ID=MIT9301_00040;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16662.1;locus_tag=MIT9301_00040;product=TPR repeat protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16662.1	MIT9301_00040		MIT9301																			
MIT9301_00854	0.113057212766433	0.0590257580121202	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	741859	742407	.	-	0	ID=MIT9301_00854;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70142.1;locus_tag=MIT9301_00854;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70142.1	MIT9301_00854	conserved hypothetical protein	MIT9301																			
MIT9301_01737	0.1729248049596946	0.2427142712571741	LSU ribosomal protein L5P	MIT9301_1	Prodigal:2.6	CDS	1465956	1466495	.	-	0	ID=MIT9301_01737;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50699.1;locus_tag=MIT9301_01737;product=LSU ribosomal protein L5P				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50699.1	MIT9301_01737		MIT9301																			
MIT9301_00579	0.1877365088259841	0.5160873025396815	carboxysome shell protein CsoS3	MIT9301_1	Prodigal:2.6	CDS	507844	509373	.	+	0	ID=MIT9301_00579;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49614.1;locus_tag=MIT9301_00579;product=carboxysome shell protein CsoS3				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49614.1	MIT9301_00579		MIT9301																			
MIT9301_00109	0.1618777723705173	-0.7245774076810523	putative Zinc finger%2C C3HC4 type (RING finger)	MIT9301_1	Prodigal:2.6	CDS	107284	107625	.	-	0	ID=MIT9301_00109;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16732.1;locus_tag=MIT9301_00109;product=putative Zinc finger%2C C3HC4 type (RING finger)				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16732.1	MIT9301_00109		MIT9301																			
MIT9301_01762	0.1223157097608093	-0.3881041119522112	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	MIT9301_1	Prodigal:2.6	CDS	1482971	1484131	.	-	0	ID=MIT9301_01762;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20029.1;locus_tag=MIT9301_01762;product=ATP:corrinoid adenosyltransferase BtuR/CobO/CobP				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20029.1	MIT9301_01762		MIT9301																			
MIT9301_00972	-0.1635592934801644	-0.0562380460025097	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	842529	843155	.	+	0	ID=MIT9301_00972;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49974.1;locus_tag=MIT9301_00972;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49974.1	MIT9301_00972	conserved hypothetical protein	MIT9301																			
MIT9301_01357	0.0960269933007539	-0.7314432143377924	Glycyl-tRNA synthetase alpha subunit	MIT9301_1	Prodigal:2.6	CDS	1138428	1139297	.	-	0	ID=MIT9301_01357;eC_number=6.1.1.14;Name=glyQ;gene=glyQ;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50992.1;locus_tag=MIT9301_01357;product=Glycyl-tRNA synthetase alpha subunit	glyQ	6.1.1.14	glyQ	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50992.1	MIT9301_01357		MIT9301																			
MIT9301_00654	-0.3199802761574529	1.4774430085269128	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	580489	580665	.	-	0	ID=MIT9301_00654;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83112.1;locus_tag=MIT9301_00654;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83112.1	MIT9301_00654	Conserved hypothetical protein	MIT9301																			
MIT9301_01734	0.0661264771331658	0.030472733234624	LSU ribosomal protein L18P	MIT9301_1	Prodigal:2.6	CDS	1464610	1464978	.	-	0	ID=MIT9301_01734;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50696.1;locus_tag=MIT9301_01734;product=LSU ribosomal protein L18P				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50696.1	MIT9301_01734		MIT9301																			
MIT9301_01554	-0.1302420581525521	-0.2469780094535471	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1316500	1317231	.	-	0	ID=MIT9301_01554;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70851.1;locus_tag=MIT9301_01554;note=DUF209;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70851.1	MIT9301_01554	DUF209	MIT9301																			
MIT9301_00191	-0.1379475747082307	0.3168167096597336	NifS-like aminotransferase class-V	MIT9301_1	Prodigal:2.6	CDS	174686	175831	.	+	0	ID=MIT9301_00191;eC_number=2.8.1.7;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69476.1;locus_tag=MIT9301_00191;product=NifS-like aminotransferase class-V		2.8.1.7		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69476.1	MIT9301_00191		MIT9301																			
MIT9301_00653	-0.2796151930022392	0.4633726844056609	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	580208	580441	.	+	0	ID=MIT9301_00653;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE39969.1;locus_tag=MIT9301_00653;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE39969.1	MIT9301_00653	conserved hypothetical protein	MIT9301																			
MIT9301_00540	-0.1125562040768593	-0.5553318175805326	Signal peptidase I	MIT9301_1	Prodigal:2.6	CDS	469323	469982	.	+	0	ID=MIT9301_00540;eC_number=3.4.21.89;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08014.1;locus_tag=MIT9301_00540;product=Signal peptidase I		3.4.21.89		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08014.1	MIT9301_00540		MIT9301																			
MIT9301_00696	0.1796021243312027	-0.2891557531897989	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	617612	618337	.	+	0	ID=MIT9301_00696;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17317.1;locus_tag=MIT9301_00696;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17317.1	MIT9301_00696	Conserved hypothetical protein	MIT9301																			
MIT9301_01503	0.1491409841700288	-0.2518446768920466	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1273278	1273535	.	-	0	ID=MIT9301_01503;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18127.1;locus_tag=MIT9301_01503;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18127.1	MIT9301_01503	conserved hypothetical protein	MIT9301																			
MIT9301_01447	0.095218857196186	-0.4129545682338817	putative Diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase	MIT9301_1	Prodigal:2.6	CDS	1222529	1223623	.	-	0	ID=MIT9301_01447;eC_number=1.1.1.1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18073.1;locus_tag=MIT9301_01447;product=putative Diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase		1.1.1.1		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18073.1	MIT9301_01447		MIT9301																			
MIT9301_00738	-0.2367930575658983	0.1479599269137422	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	657863	658162	.	+	0	ID=MIT9301_00738;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49753.1;locus_tag=MIT9301_00738;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49753.1	MIT9301_00738	conserved hypothetical protein	MIT9301																			
MIT9301_01485	0.1576724087212049	-1.0223926378956063	putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase	MIT9301_1	Prodigal:2.6	CDS	1256923	1258155	.	+	0	ID=MIT9301_01485;eC_number=6.3.2.12;Name=folC;gene=folC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18111.1;locus_tag=MIT9301_01485;product=putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase	folC	6.3.2.12	folC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18111.1	MIT9301_01485		MIT9301																			
MIT9301_00205	0.0953933742827218	-0.1727989013401192	anthranilate synthase%2C component II	MIT9301_1	Prodigal:2.6	CDS	186568	187164	.	+	0	ID=MIT9301_00205;eC_number=4.1.3.27;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49248.1;locus_tag=MIT9301_00205;product=anthranilate synthase%2C component II		4.1.3.27		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49248.1	MIT9301_00205		MIT9301																			
MIT9301_01809	0.1381861298515292	-1.055301192863474	N-acetyl-L%2CL-diaminopimelate deacetylase-like	MIT9301_1	Prodigal:2.6	CDS	1527958	1529136	.	-	0	ID=MIT9301_01809;eC_number=3.5.1.18;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF95043.1;locus_tag=MIT9301_01809;product=N-acetyl-L%2CL-diaminopimelate deacetylase-like		3.5.1.18		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF95043.1	MIT9301_01809		MIT9301																			
MIT9301_00762	-0.2341972696758858	1.1011927289214023	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	667490	667732	.	+	0	ID=MIT9301_00762;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17386.1;locus_tag=MIT9301_00762;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17386.1	MIT9301_00762	conserved hypothetical protein	MIT9301																			
MIT9301_00335	-0.1121650013068696	-0.1906640977298114	S-adenosylmethionine synthetase	MIT9301_1	Prodigal:2.6	CDS	307344	308585	.	-	0	ID=MIT9301_00335;eC_number=2.5.1.6;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF94467.1;locus_tag=MIT9301_00335;product=S-adenosylmethionine synthetase		2.5.1.6		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF94467.1	MIT9301_00335		MIT9301																			
MIT9301_01617	0.2714436572167851	0.3251989474143555	hypothetical	MIT9301_1	Prodigal:2.6	CDS	1352738	1353058	.	+	0	ID=MIT9301_01617;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19885.1;locus_tag=MIT9301_01617;product=hypothetical				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19885.1	MIT9301_01617		MIT9301																			
MIT9301_00883	-0.1698956010273114	0.4538545356716414	putative urea ABC transporter	MIT9301_1	Prodigal:2.6	CDS	760850	762004	.	-	0	ID=MIT9301_00883;Name=urtB;gene=urtB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19430.1;locus_tag=MIT9301_00883;product=putative urea ABC transporter	urtB		urtB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19430.1	MIT9301_00883		MIT9301																			
MIT9301_01866	0.1788301033341701	-1.1126289960179736	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1586628	1587920	.	-	0	ID=MIT9301_01866;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50823.1;locus_tag=MIT9301_01866;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50823.1	MIT9301_01866	conserved hypothetical protein	MIT9301																			
